ts_recv,ts_event,rtype,publisher_id,instrument_id,ts_ref,price,quantity,sequence,ts_in_delta,stat_type,channel_id,update_action,stat_flags,symbol
2025-11-13T06:32:06.282296526Z,2025-11-13T06:32:06.282152227Z,24,1,42140878,,6952.000000000,9223372036854775807,39889087,12611,8,0,1,0,ESH6
2025-11-13T06:33:06.339974320Z,2025-11-13T06:33:06.339509949Z,24,1,294973,,6890.750000000,9223372036854775807,39891525,13055,8,0,1,0,ESZ5
2025-11-13T06:33:15.607492053Z,2025-11-13T06:33:15.607131307Z,24,1,294973,,6891.000000000,9223372036854775807,39892006,11874,5,0,1,0,ESZ5
2025-11-13T06:33:16.884090249Z,2025-11-13T06:33:16.883987919Z,24,1,42140878,,6952.250000000,9223372036854775807,39892139,13392,8,0,1,0,ESH6
2025-11-13T06:33:28.711960679Z,2025-11-13T06:33:28.711832611Z,24,1,294973,,6891.000000000,9223372036854775807,39892514,13149,8,0,1,0,ESZ5
2025-11-13T06:34:32.273334265Z,2025-11-13T06:34:32.273230655Z,24,1,42140864,,7006.500000000,9223372036854775807,39894810,11775,8,0,1,0,ESM6
2025-11-13T06:34:51.217661276Z,2025-11-13T06:34:51.217555045Z,24,1,42140878,,6952.500000000,9223372036854775807,39895232,13786,8,0,1,0,ESH6
2025-11-13T06:34:59.764375965Z,2025-11-13T06:34:59.764056039Z,24,1,294973,,6891.250000000,9223372036854775807,39895422,11853,5,0,1,0,ESZ5
2025-11-13T06:34:59.827983805Z,2025-11-13T06:34:59.827892231Z,24,1,42140864,,7006.750000000,9223372036854775807,39895431,12039,8,0,1,0,ESM6
2025-11-13T06:35:02.632135763Z,2025-11-13T06:35:02.632036101Z,24,1,294973,,6891.250000000,9223372036854775807,39895488,11468,8,0,1,0,ESZ5
2025-11-13T06:35:02.710851312Z,2025-11-13T06:35:02.710756783Z,24,1,42140864,,7007.000000000,9223372036854775807,39895545,11652,8,0,1,0,ESM6
2025-11-13T06:35:13.769457156Z,2025-11-13T06:35:13.769128609Z,24,1,294973,,6891.500000000,9223372036854775807,39895991,11410,5,0,1,0,ESZ5
2025-11-13T06:35:13.842965287Z,2025-11-13T06:35:13.842863503Z,24,1,42140878,,6952.750000000,9223372036854775807,39896065,14265,8,0,1,0,ESH6
2025-11-13T06:35:15.094004527Z,2025-11-13T06:35:15.093432863Z,24,1,294973,,6891.750000000,9223372036854775807,39896134,17396,5,0,1,0,ESZ5
2025-11-13T06:35:15.094012997Z,2025-11-13T06:35:15.093839757Z,24,1,294973,,6891.500000000,9223372036854775807,39896135,12016,8,0,1,0,ESZ5
2025-11-13T06:35:15.144894360Z,2025-11-13T06:35:15.144796345Z,24,1,42140878,,6953.000000000,9223372036854775807,39896234,11990,8,0,1,0,ESH6
2025-11-13T06:35:15.151321093Z,2025-11-13T06:35:15.151222669Z,24,1,42140864,,7007.250000000,9223372036854775807,39896237,12050,8,0,1,0,ESM6
2025-11-13T06:35:19.851695524Z,2025-11-13T06:35:19.851575693Z,24,1,294973,,6891.750000000,9223372036854775807,39896449,11228,8,0,1,0,ESZ5
2025-11-13T06:35:19.862854954Z,2025-11-13T06:35:19.861831247Z,24,1,294973,,6892.500000000,9223372036854775807,39896520,12023,5,0,1,0,ESZ5
2025-11-13T06:35:19.863374417Z,2025-11-13T06:35:19.862593965Z,24,1,294973,,6892.000000000,9223372036854775807,39896526,21963,8,0,1,0,ESZ5
2025-11-13T06:35:19.863374417Z,2025-11-13T06:35:19.862596511Z,24,1,42140878,,6954.000000000,9223372036854775807,39896526,21963,5,0,1,0,ESH6
2025-11-13T06:35:19.866783652Z,2025-11-13T06:35:19.866680667Z,24,1,42140878,,6953.250000000,9223372036854775807,39896589,12758,8,0,1,0,ESH6
2025-11-13T06:35:19.894011517Z,2025-11-13T06:35:19.893919315Z,24,1,42140878,,6953.500000000,9223372036854775807,39896640,13144,8,0,1,0,ESH6
2025-11-13T06:35:19.906953397Z,2025-11-13T06:35:19.906862269Z,24,1,42140864,,7007.500000000,9223372036854775807,39896692,11424,8,0,1,0,ESM6
2025-11-13T07:28:10.654821359Z,2025-11-13T07:28:10.654680987Z,24,1,42140864,,7007.750000000,9223372036854775807,40035591,11690,8,0,1,0,ESM6
2025-11-13T07:30:31.372922943Z,2025-11-13T07:30:31.372772775Z,24,1,42140864,,7008.000000000,9223372036854775807,40040373,12855,8,0,1,0,ESM6
2025-11-13T07:30:34.109443249Z,2025-11-13T07:30:34.109329203Z,24,1,42140864,,7008.250000000,9223372036854775807,40040610,13795,8,0,1,0,ESM6
2025-11-13T07:31:03.578155015Z,2025-11-13T07:31:03.577995845Z,24,1,294973,,6892.250000000,9223372036854775807,40041931,11093,8,0,1,0,ESZ5
2025-11-13T07:31:03.591912286Z,2025-11-13T07:31:03.591811769Z,24,1,42140878,,6953.750000000,9223372036854775807,40041966,13389,8,0,1,0,ESH6
2025-11-13T08:01:39.650976759Z,2025-11-13T08:01:39.650380373Z,24,1,42006622,,116.800000000,9223372036854775807,40155338,11636,4,0,1,0,ESZ5-ESM6
2025-11-13T08:20:52.655964205Z,2025-11-13T08:20:52.655584039Z,24,1,42007065,,62.050000000,9223372036854775807,40264367,11636,5,0,1,0,ESZ5-ESH6
2025-11-13T13:03:09.013829909Z,2025-11-13T13:03:09.013403063Z,24,1,42006622,,116.150000000,9223372036854775807,41540396,11872,4,0,1,0,ESZ5-ESM6
2025-11-13T13:04:30.356909034Z,2025-11-13T13:04:30.356659501Z,24,1,42140864,,6980.000000000,9223372036854775807,41549322,11501,5,0,1,0,ESM6
2025-11-13T13:04:30.356909034Z,2025-11-13T13:04:30.356659501Z,24,1,42140864,,6980.000000000,9223372036854775807,41549322,11501,4,0,1,0,ESM6
2025-11-13T13:04:30.356909034Z,2025-11-13T13:04:30.356659501Z,24,1,42140864,,6980.000000000,9223372036854775807,41549322,11501,1,0,1,0,ESM6
2025-11-13T13:38:18.065427399Z,2025-11-13T13:38:18.065239177Z,24,1,294973,,6851.500000000,9223372036854775807,41737032,11662,7,0,1,0,ESZ5
2025-11-13T13:38:18.065770839Z,2025-11-13T13:38:18.065652891Z,24,1,42140878,,6913.250000000,9223372036854775807,41737063,11824,7,0,1,0,ESH6
2025-11-13T13:38:18.176201509Z,2025-11-13T13:38:18.176112863Z,24,1,42140864,,6968.500000000,9223372036854775807,41737116,11492,7,0,1,0,ESM6
2025-11-13T13:39:01.470902721Z,2025-11-13T13:39:01.470623305Z,24,1,294973,,6851.250000000,9223372036854775807,41744194,12962,7,0,1,0,ESZ5
2025-11-13T13:39:01.483656760Z,2025-11-13T13:39:01.482277137Z,24,1,294973,,6850.750000000,9223372036854775807,41744283,11994,4,0,1,0,ESZ5
2025-11-13T13:39:01.484209883Z,2025-11-13T13:39:01.483251513Z,24,1,294973,,6851.000000000,9223372036854775807,41744314,16196,7,0,1,0,ESZ5
2025-11-13T13:39:01.484529945Z,2025-11-13T13:39:01.484215425Z,24,1,42140878,,6913.000000000,9223372036854775807,41744316,13530,7,0,1,0,ESH6
2025-11-13T13:39:01.534316368Z,2025-11-13T13:39:01.534213115Z,24,1,42140864,,6968.250000000,9223372036854775807,41744496,13027,7,0,1,0,ESM6
2025-11-13T13:39:01.791089237Z,2025-11-13T13:39:01.790988063Z,24,1,42140878,,6912.750000000,9223372036854775807,41744708,13359,7,0,1,0,ESH6
2025-11-13T13:39:01.922310356Z,2025-11-13T13:39:01.922214915Z,24,1,42140864,,6968.000000000,9223372036854775807,41744826,14775,7,0,1,0,ESM6
2025-11-13T13:39:02.064056006Z,2025-11-13T13:39:02.063487691Z,24,1,294973,,6850.500000000,9223372036854775807,41744888,16340,4,0,1,0,ESZ5
2025-11-13T13:39:02.064069200Z,2025-11-13T13:39:02.063945437Z,24,1,294973,,6850.750000000,9223372036854775807,41744890,12136,7,0,1,0,ESZ5
2025-11-13T13:39:02.076610943Z,2025-11-13T13:39:02.076491009Z,24,1,42140878,,6912.500000000,9223372036854775807,41744974,11595,7,0,1,0,ESH6
2025-11-13T13:39:02.118089531Z,2025-11-13T13:39:02.117979847Z,24,1,42140864,,6967.750000000,9223372036854775807,41744993,14335,7,0,1,0,ESM6
2025-11-13T13:39:03.511344038Z,2025-11-13T13:39:03.511248717Z,24,1,42140864,,6967.500000000,9223372036854775807,41745453,12771,7,0,1,0,ESM6
2025-11-13T13:39:04.081101738Z,2025-11-13T13:39:04.080856289Z,24,1,294973,,6850.500000000,9223372036854775807,41745607,10714,7,0,1,0,ESZ5
2025-11-13T13:39:04.122806457Z,2025-11-13T13:39:04.122707011Z,24,1,42140878,,6912.250000000,9223372036854775807,41745739,13408,7,0,1,0,ESH6
2025-11-13T13:39:04.216589551Z,2025-11-13T13:39:04.216269137Z,24,1,294973,,6850.250000000,9223372036854775807,41745768,12433,4,0,1,0,ESZ5
2025-11-13T13:39:09.482970215Z,2025-11-13T13:39:09.482841151Z,24,1,294973,,6850.250000000,9223372036854775807,41746870,11731,7,0,1,0,ESZ5
2025-11-13T13:39:09.541905958Z,2025-11-13T13:39:09.539638603Z,24,1,294973,,6849.250000000,9223372036854775807,41746963,13743,4,0,1,0,ESZ5
2025-11-13T13:39:09.541905958Z,2025-11-13T13:39:09.539638603Z,24,1,294973,,6850.000000000,9223372036854775807,41746963,13743,7,0,1,0,ESZ5
2025-11-13T13:39:09.542049083Z,2025-11-13T13:39:09.540852143Z,24,1,42140878,,6912.000000000,9223372036854775807,41746983,11679,7,0,1,0,ESH6
2025-11-13T13:39:09.543582330Z,2025-11-13T13:39:09.542136529Z,24,1,294973,,6849.750000000,9223372036854775807,41747036,21710,7,0,1,0,ESZ5
2025-11-13T13:39:09.547571030Z,2025-11-13T13:39:09.547311833Z,24,1,294973,,6849.500000000,9223372036854775807,41747135,10834,7,0,1,0,ESZ5
2025-11-13T13:39:09.547711428Z,2025-11-13T13:39:09.547578681Z,24,1,42140878,,6911.500000000,9223372036854775807,41747143,11963,7,0,1,0,ESH6
2025-11-13T13:39:09.592206607Z,2025-11-13T13:39:09.592107587Z,24,1,42140864,,6967.250000000,9223372036854775807,41747335,11869,7,0,1,0,ESM6
2025-11-13T13:39:09.593314259Z,2025-11-13T13:39:09.593216991Z,24,1,42140864,,6967.000000000,9223372036854775807,41747337,13881,7,0,1,0,ESM6
2025-11-13T13:39:09.593459664Z,2025-11-13T13:39:09.593372505Z,24,1,42140864,,6966.750000000,9223372036854775807,41747339,13481,7,0,1,0,ESM6
2025-11-13T13:39:09.683252066Z,2025-11-13T13:39:09.683141473Z,24,1,42140864,,6966.500000000,9223372036854775807,41747563,12997,7,0,1,0,ESM6
2025-11-13T13:39:37.022072145Z,2025-11-13T13:39:37.021819959Z,24,1,42140878,,6914.750000000,9223372036854775807,41753162,11544,4,0,1,0,ESH6
2025-11-13T13:43:10.255309969Z,2025-11-13T13:43:10.254655017Z,24,1,42140878,,6914.250000000,9223372036854775807,41782078,13406,4,0,1,0,ESH6
2025-11-13T13:55:45.372624161Z,2025-11-13T13:55:45.372423913Z,24,1,42140870,,7037.750000000,9223372036854775807,41866631,13983,7,0,1,0,ESU6
2025-11-13T13:55:45.382194444Z,2025-11-13T13:55:45.382091147Z,24,1,10252,,7085.250000000,9223372036854775807,41866634,13317,7,0,1,0,ESZ6
2025-11-13T14:00:06.106676345Z,2025-11-13T14:00:06.106490281Z,24,1,10252,,7079.000000000,9223372036854775807,41902600,12835,7,0,1,0,ESZ6
2025-11-13T14:00:06.106703185Z,2025-11-13T14:00:06.106577771Z,24,1,42140870,,7031.500000000,9223372036854775807,41902604,11601,7,0,1,0,ESU6
2025-11-13T14:00:06.117705868Z,2025-11-13T14:00:06.117127381Z,24,1,42140878,,6911.250000000,9223372036854775807,41902692,15498,7,0,1,0,ESH6
2025-11-13T14:00:06.464259691Z,2025-11-13T14:00:06.464114237Z,24,1,294973,,6849.250000000,9223372036854775807,41903112,12189,7,0,1,0,ESZ5
2025-11-13T14:00:06.472602390Z,2025-11-13T14:00:06.472487053Z,24,1,42140878,,6911.000000000,9223372036854775807,41903170,12739,7,0,1,0,ESH6
2025-11-13T14:00:06.609860413Z,2025-11-13T14:00:06.608761941Z,24,1,294973,,6848.750000000,9223372036854775807,41903263,16766,4,0,1,0,ESZ5
2025-11-13T14:00:06.609872470Z,2025-11-13T14:00:06.608762297Z,24,1,294973,,6849.000000000,9223372036854775807,41903265,11695,7,0,1,0,ESZ5
2025-11-13T14:00:06.610624986Z,2025-11-13T14:00:06.609909091Z,24,1,42140878,,6910.750000000,9223372036854775807,41903296,14334,7,0,1,0,ESH6
2025-11-13T14:00:06.628255297Z,2025-11-13T14:00:06.628097123Z,24,1,294973,,6848.750000000,9223372036854775807,41903380,11580,7,0,1,0,ESZ5
2025-11-13T14:00:06.628608421Z,2025-11-13T14:00:06.628289579Z,24,1,42140878,,6910.500000000,9223372036854775807,41903394,13298,7,0,1,0,ESH6
2025-11-13T14:00:06.633041429Z,2025-11-13T14:00:06.632622173Z,24,1,294973,,6848.500000000,9223372036854775807,41903435,13850,4,0,1,0,ESZ5
2025-11-13T14:00:06.663307557Z,2025-11-13T14:00:06.663013513Z,24,1,42140878,,6909.000000000,9223372036854775807,41903570,13244,4,0,1,0,ESH6
2025-11-13T14:00:06.664943219Z,2025-11-13T14:00:06.664807433Z,24,1,294973,,6848.500000000,9223372036854775807,41903597,11700,7,0,1,0,ESZ5
2025-11-13T14:00:06.665744585Z,2025-11-13T14:00:06.665303761Z,24,1,42140878,,6910.250000000,9223372036854775807,41903624,14725,7,0,1,0,ESH6
2025-11-13T14:00:06.703419611Z,2025-11-13T14:00:06.702861551Z,24,1,294973,,6848.250000000,9223372036854775807,41903785,14497,4,0,1,0,ESZ5
2025-11-13T14:00:06.756246283Z,2025-11-13T14:00:06.756144101Z,24,1,42140864,,6966.250000000,9223372036854775807,41903955,13130,7,0,1,0,ESM6
2025-11-13T14:00:10.044149277Z,2025-11-13T14:00:10.044031167Z,24,1,42140864,,6966.000000000,9223372036854775807,41905293,13990,7,0,1,0,ESM6
2025-11-13T14:06:15.737095037Z,2025-11-13T14:06:15.736817979Z,24,1,294973,,6848.250000000,9223372036854775807,41955499,11656,7,0,1,0,ESZ5
2025-11-13T14:06:15.742884355Z,2025-11-13T14:06:15.742783925Z,24,1,42140878,,6910.000000000,9223372036854775807,41955566,11922,7,0,1,0,ESH6
2025-11-13T14:06:15.787992499Z,2025-11-13T14:06:15.787889631Z,24,1,42140864,,6965.750000000,9223372036854775807,41955611,13624,7,0,1,0,ESM6
2025-11-13T14:06:15.929575733Z,2025-11-13T14:06:15.928905519Z,24,1,294973,,6848.000000000,9223372036854775807,41955654,15558,4,0,1,0,ESZ5
2025-11-13T14:06:15.929786799Z,2025-11-13T14:06:15.929458841Z,24,1,294973,,6848.000000000,9223372036854775807,41955660,13600,7,0,1,0,ESZ5
2025-11-13T14:06:15.930534039Z,2025-11-13T14:06:15.929918103Z,24,1,294973,,6847.750000000,9223372036854775807,41955682,13398,4,0,1,0,ESZ5
2025-11-13T14:06:15.931819404Z,2025-11-13T14:06:15.931664227Z,24,1,294973,,6847.750000000,9223372036854775807,41955701,15862,7,0,1,0,ESZ5
2025-11-13T14:06:15.960507267Z,2025-11-13T14:06:15.960388869Z,24,1,42140878,,6909.750000000,9223372036854775807,41955846,13541,7,0,1,0,ESH6
2025-11-13T14:06:15.979985689Z,2025-11-13T14:06:15.979889547Z,24,1,42140864,,6965.500000000,9223372036854775807,41955870,13848,7,0,1,0,ESM6
2025-11-13T14:06:15.980338866Z,2025-11-13T14:06:15.980246785Z,24,1,42140864,,6965.250000000,9223372036854775807,41955871,13628,7,0,1,0,ESM6
2025-11-13T14:06:52.990892871Z,2025-11-13T14:06:52.990754613Z,24,1,42140878,,6909.500000000,9223372036854775807,41962172,11730,7,0,1,0,ESH6
2025-11-13T14:06:53.012726344Z,2025-11-13T14:06:53.011937425Z,24,1,294973,,6847.250000000,9223372036854775807,41962214,17080,4,0,1,0,ESZ5
2025-11-13T14:06:53.012726344Z,2025-11-13T14:06:53.011937425Z,24,1,294973,,6847.500000000,9223372036854775807,41962214,17080,7,0,1,0,ESZ5
2025-11-13T14:06:53.030465677Z,2025-11-13T14:06:53.030211583Z,24,1,294973,,6847.250000000,9223372036854775807,41962328,13054,7,0,1,0,ESZ5
2025-11-13T14:06:53.030823370Z,2025-11-13T14:06:53.030582299Z,24,1,42140878,,6909.000000000,9223372036854775807,41962355,11886,7,0,1,0,ESH6
2025-11-13T14:06:53.038550489Z,2025-11-13T14:06:53.038008857Z,24,1,294973,,6847.000000000,9223372036854775807,41962392,14822,4,0,1,0,ESZ5
2025-11-13T14:06:53.038850277Z,2025-11-13T14:06:53.038477009Z,24,1,294973,,6847.000000000,9223372036854775807,41962400,14161,7,0,1,0,ESZ5
2025-11-13T14:06:53.039160210Z,2025-11-13T14:06:53.038879577Z,24,1,42140878,,6908.750000000,9223372036854775807,41962430,11934,7,0,1,0,ESH6
2025-11-13T14:06:53.039778625Z,2025-11-13T14:06:53.039263157Z,24,1,294973,,6846.750000000,9223372036854775807,41962455,16293,4,0,1,0,ESZ5
2025-11-13T14:06:53.040020901Z,2025-11-13T14:06:53.039688409Z,24,1,294973,,6846.750000000,9223372036854775807,41962460,14133,7,0,1,0,ESZ5
2025-11-13T14:06:53.040321411Z,2025-11-13T14:06:53.040040571Z,24,1,42140864,,6964.500000000,9223372036854775807,41962474,12823,7,0,1,0,ESM6
2025-11-13T14:06:53.045513411Z,2025-11-13T14:06:53.045236513Z,24,1,42140878,,6908.500000000,9223372036854775807,41962551,13049,7,0,1,0,ESH6
2025-11-13T14:06:53.045891615Z,2025-11-13T14:06:53.045497929Z,24,1,294973,,6846.500000000,9223372036854775807,41962559,12557,4,0,1,0,ESZ5
2025-11-13T14:06:53.062853543Z,2025-11-13T14:06:53.062745107Z,24,1,42140864,,6964.250000000,9223372036854775807,41962647,13467,7,0,1,0,ESM6
2025-11-13T14:06:53.475633553Z,2025-11-13T14:06:53.475518915Z,24,1,42140864,,6964.000000000,9223372036854775807,41963140,14190,7,0,1,0,ESM6
2025-11-13T14:06:53.569084098Z,2025-11-13T14:06:53.568980035Z,24,1,42140864,,6963.750000000,9223372036854775807,41963176,14143,7,0,1,0,ESM6
2025-11-13T14:06:57.717580930Z,2025-11-13T14:06:57.717124635Z,24,1,294973,,6846.500000000,9223372036854775807,41964358,16718,7,0,1,0,ESZ5
2025-11-13T14:06:57.718377059Z,2025-11-13T14:06:57.717616813Z,24,1,42140878,,6908.250000000,9223372036854775807,41964384,17685,7,0,1,0,ESH6
2025-11-13T14:06:59.388589374Z,2025-11-13T14:06:59.388289101Z,24,1,294973,,6846.250000000,9223372036854775807,41965126,12310,4,0,1,0,ESZ5
2025-11-13T14:06:59.441681672Z,2025-11-13T14:06:59.441576009Z,24,1,42140864,,6963.500000000,9223372036854775807,41965158,15127,7,0,1,0,ESM6
2025-11-13T14:06:59.808486489Z,2025-11-13T14:06:59.807981187Z,24,1,294973,,6846.250000000,9223372036854775807,41965295,14198,7,0,1,0,ESZ5
2025-11-13T14:06:59.808816696Z,2025-11-13T14:06:59.808503081Z,24,1,42140878,,6908.000000000,9223372036854775807,41965322,11515,7,0,1,0,ESH6
2025-11-13T14:06:59.848526517Z,2025-11-13T14:06:59.848423327Z,24,1,42140864,,6963.250000000,9223372036854775807,41965411,13230,7,0,1,0,ESM6
2025-11-13T14:06:59.987316281Z,2025-11-13T14:06:59.986644795Z,24,1,294973,,6845.750000000,9223372036854775807,41965448,13467,4,0,1,0,ESZ5
2025-11-13T14:06:59.987340502Z,2025-11-13T14:06:59.987133607Z,24,1,294973,,6846.000000000,9223372036854775807,41965449,11705,7,0,1,0,ESZ5
2025-11-13T14:06:59.988166735Z,2025-11-13T14:06:59.987707257Z,24,1,42140878,,6907.750000000,9223372036854775807,41965508,11988,7,0,1,0,ESH6
2025-11-13T14:07:00.040319983Z,2025-11-13T14:07:00.040210629Z,24,1,42140864,,6963.000000000,9223372036854775807,41965605,13660,7,0,1,0,ESM6
2025-11-13T14:07:04.607021547Z,2025-11-13T14:07:04.606928069Z,24,1,294973,,6845.750000000,9223372036854775807,41967355,13098,7,0,1,0,ESZ5
2025-11-13T14:07:04.607136065Z,2025-11-13T14:07:04.607029863Z,24,1,42140878,,6907.500000000,9223372036854775807,41967362,11498,7,0,1,0,ESH6
2025-11-13T14:07:04.880437424Z,2025-11-13T14:07:04.879844125Z,24,1,294973,,6845.500000000,9223372036854775807,41967492,14808,4,0,1,0,ESZ5
2025-11-13T14:07:05.686451436Z,2025-11-13T14:07:05.686346143Z,24,1,42140864,,6962.750000000,9223372036854775807,41967945,13303,7,0,1,0,ESM6
2025-11-13T14:07:05.805206386Z,2025-11-13T14:07:05.804963931Z,24,1,294973,,6845.500000000,9223372036854775807,41967958,13333,7,0,1,0,ESZ5
2025-11-13T14:07:05.805521933Z,2025-11-13T14:07:05.805289683Z,24,1,42140878,,6907.250000000,9223372036854775807,41967982,11910,7,0,1,0,ESH6
2025-11-13T14:07:09.420597817Z,2025-11-13T14:07:09.420324193Z,24,1,294973,,6845.250000000,9223372036854775807,41969184,11515,4,0,1,0,ESZ5
2025-11-13T14:07:13.420318835Z,2025-11-13T14:07:13.419613349Z,24,1,294973,,6845.000000000,9223372036854775807,41970214,14458,4,0,1,0,ESZ5
2025-11-13T14:07:13.420330823Z,2025-11-13T14:07:13.420105533Z,24,1,294973,,6845.250000000,9223372036854775807,41970215,12872,7,0,1,0,ESZ5
2025-11-13T14:07:13.420637247Z,2025-11-13T14:07:13.420244565Z,24,1,42140878,,6907.000000000,9223372036854775807,41970223,12610,7,0,1,0,ESH6
2025-11-13T14:07:52.306514709Z,2025-11-13T14:07:52.306412859Z,24,1,42140864,,6962.500000000,9223372036854775807,41978382,12905,7,0,1,0,ESM6
2025-11-13T14:07:53.114067612Z,2025-11-13T14:07:53.113907053Z,24,1,294973,,6845.000000000,9223372036854775807,41978586,15070,7,0,1,0,ESZ5
2025-11-13T14:07:53.114388005Z,2025-11-13T14:07:53.114117879Z,24,1,42140878,,6906.750000000,9223372036854775807,41978611,11537,7,0,1,0,ESH6
2025-11-13T14:07:53.118246058Z,2025-11-13T14:07:53.117912457Z,24,1,294973,,6844.750000000,9223372036854775807,41978666,12375,4,0,1,0,ESZ5
2025-11-13T14:07:53.121668270Z,2025-11-13T14:07:53.121492773Z,24,1,294973,,6844.750000000,9223372036854775807,41978681,13630,7,0,1,0,ESZ5
2025-11-13T14:07:53.121826009Z,2025-11-13T14:07:53.121676087Z,24,1,42140878,,6906.500000000,9223372036854775807,41978689,11450,7,0,1,0,ESH6
2025-11-13T14:07:53.136443069Z,2025-11-13T14:07:53.136350039Z,24,1,42140864,,6962.250000000,9223372036854775807,41978772,13140,7,0,1,0,ESM6
2025-11-13T14:07:53.468250903Z,2025-11-13T14:07:53.467739977Z,24,1,294973,,6844.500000000,9223372036854775807,41978965,16233,4,0,1,0,ESZ5
2025-11-13T14:07:53.478761038Z,2025-11-13T14:07:53.478659535Z,24,1,42140878,,6906.250000000,9223372036854775807,41979004,12820,7,0,1,0,ESH6
2025-11-13T14:07:53.520812876Z,2025-11-13T14:07:53.520701593Z,24,1,42140864,,6962.000000000,9223372036854775807,41979013,13653,7,0,1,0,ESM6
2025-11-13T14:07:54.361556374Z,2025-11-13T14:07:54.361416819Z,24,1,294973,,6844.500000000,9223372036854775807,41979294,11599,7,0,1,0,ESZ5
2025-11-13T14:07:54.366418120Z,2025-11-13T14:07:54.366047251Z,24,1,294973,,6844.250000000,9223372036854775807,41979348,12110,4,0,1,0,ESZ5
2025-11-13T14:07:54.394189556Z,2025-11-13T14:07:54.394079841Z,24,1,42140878,,6906.000000000,9223372036854775807,41979463,12224,7,0,1,0,ESH6
2025-11-13T14:07:54.411569945Z,2025-11-13T14:07:54.411462449Z,24,1,42140864,,6961.750000000,9223372036854775807,41979481,13317,7,0,1,0,ESM6
2025-11-13T14:07:57.604106934Z,2025-11-13T14:07:57.603887471Z,24,1,42140878,,6905.500000000,9223372036854775807,41980466,11712,4,0,1,0,ESH6
2025-11-13T14:08:07.535909248Z,2025-11-13T14:08:07.535671495Z,24,1,42140864,,6961.500000000,9223372036854775807,41982331,13587,7,0,1,0,ESM6
2025-11-13T14:08:08.415554212Z,2025-11-13T14:08:08.415448677Z,24,1,42140864,,6961.250000000,9223372036854775807,41982677,13588,7,0,1,0,ESM6
2025-11-13T14:08:08.797339753Z,2025-11-13T14:08:08.797242059Z,24,1,294973,,6844.250000000,9223372036854775807,41982778,13155,7,0,1,0,ESZ5
2025-11-13T14:09:16.492052822Z,2025-11-13T14:09:16.491427157Z,24,1,294973,,6844.000000000,9223372036854775807,41995882,14609,4,0,1,0,ESZ5
2025-11-13T14:09:16.492602635Z,2025-11-13T14:09:16.492361579Z,24,1,294973,,6844.000000000,9223372036854775807,41995894,11814,7,0,1,0,ESZ5
2025-11-13T14:09:16.493135368Z,2025-11-13T14:09:16.492888079Z,24,1,42140878,,6905.750000000,9223372036854775807,41995925,16528,7,0,1,0,ESH6
2025-11-13T14:09:16.493305802Z,2025-11-13T14:09:16.493028021Z,24,1,294973,,6843.750000000,9223372036854775807,41995928,13386,4,0,1,0,ESZ5
2025-11-13T14:09:16.951011005Z,2025-11-13T14:09:16.950885363Z,24,1,42140878,,6905.500000000,9223372036854775807,41996288,11756,7,0,1,0,ESH6
2025-11-13T14:09:19.210880334Z,2025-11-13T14:09:19.210714685Z,24,1,42140864,,6961.000000000,9223372036854775807,41996800,12557,7,0,1,0,ESM6
2025-11-13T14:09:29.802108824Z,2025-11-13T14:09:29.801894057Z,24,1,294973,,6843.750000000,9223372036854775807,41998943,11791,7,0,1,0,ESZ5
2025-11-13T14:09:29.805069087Z,2025-11-13T14:09:29.804660003Z,24,1,294973,,6843.500000000,9223372036854775807,41999008,12748,4,0,1,0,ESZ5
2025-11-13T14:09:29.805753086Z,2025-11-13T14:09:29.805164057Z,24,1,294973,,6843.250000000,9223372036854775807,41999019,16806,4,0,1,0,ESZ5
2025-11-13T14:09:29.805753086Z,2025-11-13T14:09:29.805286471Z,24,1,294973,,6843.500000000,9223372036854775807,41999019,16806,7,0,1,0,ESZ5
2025-11-13T14:09:29.806149053Z,2025-11-13T14:09:29.805825775Z,24,1,42140878,,6905.250000000,9223372036854775807,41999042,11617,7,0,1,0,ESH6
2025-11-13T14:09:29.846015385Z,2025-11-13T14:09:29.845782313Z,24,1,294973,,6843.250000000,9223372036854775807,41999220,12521,7,0,1,0,ESZ5
2025-11-13T14:09:29.846362395Z,2025-11-13T14:09:29.846050403Z,24,1,42140878,,6905.000000000,9223372036854775807,41999255,11660,7,0,1,0,ESH6
2025-11-13T14:09:29.846439982Z,2025-11-13T14:09:29.846169995Z,24,1,10252,,7072.750000000,9223372036854775807,41999264,11599,7,0,1,0,ESZ6
2025-11-13T14:09:29.846455664Z,2025-11-13T14:09:29.846187851Z,24,1,42140870,,7025.250000000,9223372036854775807,41999266,11969,7,0,1,0,ESU6
2025-11-13T14:09:29.857329096Z,2025-11-13T14:09:29.857237597Z,24,1,42140864,,6960.750000000,9223372036854775807,41999354,12257,7,0,1,0,ESM6
2025-11-13T14:09:29.862210181Z,2025-11-13T14:09:29.861823565Z,24,1,294973,,6843.000000000,9223372036854775807,41999371,12625,4,0,1,0,ESZ5
2025-11-13T14:09:29.913188545Z,2025-11-13T14:09:29.913085403Z,24,1,42140864,,6960.500000000,9223372036854775807,41999500,14823,7,0,1,0,ESM6
2025-11-13T14:09:30.419642734Z,2025-11-13T14:09:30.419286181Z,24,1,294973,,6843.000000000,9223372036854775807,41999757,12860,7,0,1,0,ESZ5
