ts_recv,ts_event,rtype,publisher_id,instrument_id,raw_symbol,security_update_action,instrument_class,min_price_increment,display_factor,expiration,activation,high_limit_price,low_limit_price,max_price_variation,trading_reference_price,unit_of_measure_qty,min_price_increment_amount,price_ratio,inst_attrib_value,underlying_id,raw_instrument_id,market_depth_implied,market_depth,market_segment_id,max_trade_vol,min_lot_size,min_lot_size_block,min_lot_size_round_lot,min_trade_vol,contract_multiplier,decay_quantity,original_contract_size,trading_reference_date,appl_id,maturity_year,decay_start_date,channel_id,currency,settl_currency,secsubtype,group,exchange,asset,cfi,security_type,unit_of_measure,underlying,strike_price_currency,strike_price,match_algorithm,md_security_trading_status,main_fraction,price_display_format,settl_price_type,sub_fraction,underlying_product,maturity_month,maturity_day,maturity_week,user_defined_instrument,contract_multiplier_unit,flow_schedule_type,tick_rule,symbol
2025-11-13 00:00:00+00:00,2025-11-09 12:01:43.544000+00:00,19,1,42450436,ESZ8 C9300,A,C,,0.01,2028-12-15 14:30:00+00:00,2023-12-15 21:25:00+00:00,,0.05,,180.25,50.0,0.0,,270339,42033138,42450436,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2028,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESZ8,USD,9300.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ8 C9300
2025-11-13 00:00:00+00:00,2025-11-09 12:01:39.544000+00:00,19,1,42450434,ESU6 P7150,A,P,,0.01,2026-09-18 13:30:00+00:00,2024-09-20 20:25:00+00:00,,0.05,,536.75,50.0,0.0,,270339,42140870,42450434,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESU6,USD,7150.0,F,255,255,255,3,255,5,9,255,255,N,127,127,15,ESU6 P7150
2025-11-13 00:00:00+00:00,2025-11-10 00:14:37.319241791+00:00,19,1,2970728,UD:1V: GN 2970728,A,T,0.0,0.01,2025-11-10 21:00:00+00:00,2025-11-10 00:14:37+00:00,,,,,,,,287747,0,2970728,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,GN,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,11,255,2,Y,127,127,15,UD:1V: GN 2970728
2025-11-13 00:00:00+00:00,2025-11-10 00:12:44.920805983+00:00,19,1,2970696,UD:1V: GN 2970696,A,T,0.0,0.01,2025-11-10 22:00:00+00:00,2025-11-10 00:12:44+00:00,,,,,,,,287747,0,2970696,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,GN,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,12,255,255,Y,127,127,15,UD:1V: GN 2970696
2025-11-13 00:00:00+00:00,2025-11-09 12:01:39.394000+00:00,19,1,442062,ESZ7 P2500,A,P,,0.01,2027-12-17 14:30:00+00:00,2022-09-16 20:25:00+00:00,,0.05,,29.25,50.0,0.0,,270339,17740,442062,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2027,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESZ7,USD,2500.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ7 P2500
2025-11-13 00:00:00+00:00,2025-11-12 11:09:47.218254507+00:00,19,1,2574844,UD:1V: GN 2574844,A,T,0.0,0.01,2025-11-12 22:00:00+00:00,2025-11-12 11:09:47+00:00,,,,,,,,287747,0,2574844,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,GN,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,12,255,2,Y,127,127,15,UD:1V: GN 2574844
2025-11-13 00:00:00+00:00,2025-11-12 11:09:58.758970335+00:00,19,1,2574846,UD:1V: GN 2574846,A,T,0.0,0.01,2025-11-12 22:00:00+00:00,2025-11-12 11:09:58+00:00,,,,,,,,287747,0,2574846,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,GN,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,12,255,2,Y,127,127,15,UD:1V: GN 2574846
2025-11-13 00:00:00+00:00,2025-11-10 00:05:50.124266645+00:00,19,1,2970564,UD:1V: VT 2970564,A,T,0.0,0.01,2025-11-10 22:00:00+00:00,2025-11-10 00:05:50+00:00,,,,,,,,286723,0,2970564,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2026,65535,12,USD,,VT,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,3,255,255,Y,127,127,15,UD:1V: VT 2970564
2025-11-13 00:00:00+00:00,2025-11-09 12:19:01.203000+00:00,19,1,2525632,UD:1V: SG 2525632,A,T,0.0,0.01,2025-11-14 22:59:00+00:00,2025-11-03 19:51:10+00:00,,,,,,,,270339,0,2525632,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,SG,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,12,255,255,Y,127,127,15,UD:1V: SG 2525632
2025-11-13 00:00:00+00:00,2025-11-09 12:01:41.894000+00:00,19,1,310759,ESZ6 C5000,A,C,,0.01,2026-12-18 14:30:00+00:00,2021-09-17 20:25:00+00:00,,0.05,,2025.5,50.0,0.0,,270339,10252,310759,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESZ6,USD,5000.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ6 C5000
2025-11-13 00:00:00+00:00,2025-11-09 12:01:41.744000+00:00,19,1,4111840,ESZ6 C6700,A,C,,0.01,2026-12-18 14:30:00+00:00,2021-09-17 20:25:00+00:00,,0.05,,665.5,50.0,0.0,,270339,10252,4111840,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESZ6,USD,6700.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ6 C6700
2025-11-13 00:00:00+00:00,2025-11-10 04:31:35.318073699+00:00,19,1,2989360,UD:1V: VT 2989360,A,T,0.0,0.01,2025-11-14 22:59:00+00:00,2025-11-10 04:02:21+00:00,,,,,,,,286723,0,2989360,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,VT,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,12,255,255,Y,127,127,15,UD:1V: VT 2989360
2025-11-13 00:00:00+00:00,2025-11-10 17:57:59.789848635+00:00,19,1,2525556,UD:1V: RR 2525556,A,T,0.0,0.01,2025-11-10 22:00:00+00:00,2025-11-10 17:57:59+00:00,,,,,,,,287747,0,2525556,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,RR,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,12,255,255,Y,127,127,15,UD:1V: RR 2525556
2025-11-13 00:00:00+00:00,2025-11-09 12:01:43.094000+00:00,19,1,42384612,ESM6 C6200,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,836.25,50.0,0.0,,270339,42140864,42384612,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,6200.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C6200
2025-11-13 00:00:00+00:00,2025-11-09 12:01:41.944000+00:00,19,1,42450035,ESZ6 C6650,A,C,,0.01,2026-12-18 14:30:00+00:00,2021-09-17 20:25:00+00:00,,0.05,,699.0,50.0,0.0,,270339,10252,42450035,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESZ6,USD,6650.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ6 C6650
2025-11-13 00:00:00+00:00,2025-11-09 12:01:39.644000+00:00,19,1,42450032,ESZ6 C6050,A,C,,0.01,2026-12-18 14:30:00+00:00,2021-09-17 20:25:00+00:00,,0.05,,1138.5,50.0,0.0,,270339,10252,42450032,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESZ6,USD,6050.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ6 C6050
2025-11-13 00:00:00+00:00,2025-11-09 12:01:39.944000+00:00,19,1,42450031,ESZ6 C5850,A,C,,0.01,2026-12-18 14:30:00+00:00,2021-09-17 20:25:00+00:00,,0.05,,1297.25,50.0,0.0,,270339,10252,42450031,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESZ6,USD,5850.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ6 C5850
2025-11-13 00:00:00+00:00,2025-11-12 17:04:24.505408663+00:00,19,1,2589095,UD:1V: GN 2589095,A,T,0.0,0.01,2025-11-12 22:00:00+00:00,2025-11-12 17:04:24+00:00,,,,,,,,287747,0,2589095,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,GN,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,12,255,255,Y,127,127,15,UD:1V: GN 2589095
2025-11-13 00:00:00+00:00,2025-11-09 12:01:41.794000+00:00,19,1,42625791,ESU6 P3850,A,P,,0.01,2026-09-18 13:30:00+00:00,2024-09-20 20:25:00+00:00,,0.05,,32.0,50.0,0.0,,270339,42140870,42625791,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESU6,USD,3850.0,F,255,255,255,3,255,5,9,255,255,N,127,127,15,ESU6 P3850
2025-11-13 00:00:00+00:00,2025-11-09 12:01:44.444000+00:00,19,1,42625794,ESZ9 P1200,A,P,,0.01,2029-12-21 14:30:00+00:00,2024-12-20 21:25:00+00:00,,0.05,,10.5,50.0,0.0,,270339,42004134,42625794,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2029,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESZ9,USD,1200.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ9 P1200
2025-11-13 00:00:00+00:00,2025-11-09 12:01:41.144000+00:00,19,1,638328,ESZ5 C1500,A,C,,0.01,2025-12-19 14:30:00+00:00,2021-06-04 20:25:00+00:00,,0.05,,5253.75,50.0,0.0,,270339,294973,638328,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2025,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESZ5,USD,1500.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ5 C1500
2025-11-13 00:00:00+00:00,2025-11-09 12:01:39.244000+00:00,19,1,179568,ESZ5 P1700,A,P,,0.01,2025-12-19 14:30:00+00:00,2021-06-04 20:25:00+00:00,,0.05,,0.05,50.0,0.0,,270339,294973,179568,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2025,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESZ5,USD,1700.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ5 P1700
2025-11-13 00:00:00+00:00,2025-11-09 12:01:42.644000+00:00,19,1,42450009,ESZ6 P7050,A,P,,0.01,2026-12-18 14:30:00+00:00,2021-09-17 20:25:00+00:00,,0.05,,538.25,50.0,0.0,,270339,10252,42450009,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESZ6,USD,7050.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ6 P7050
2025-11-13 00:00:00+00:00,2025-11-09 12:01:39.344000+00:00,19,1,42450018,ESZ6 P5450,A,P,,0.01,2026-12-18 14:30:00+00:00,2021-09-17 20:25:00+00:00,,0.05,,156.5,50.0,0.0,,270339,10252,42450018,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESZ6,USD,5450.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ6 P5450
2025-11-13 00:00:00+00:00,2025-11-12 17:02:13.740400833+00:00,19,1,2588981,UD:1V: VT 2588981,A,T,0.0,0.01,2025-11-12 22:00:00+00:00,2025-11-12 17:02:13+00:00,,,,,,,,286723,0,2588981,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,VT,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,12,255,255,Y,127,127,15,UD:1V: VT 2588981
2025-11-13 00:00:00+00:00,2025-11-11 04:34:40.029840363+00:00,19,1,2538822,UD:1V: GN 2538822,A,T,0.0,0.01,2025-11-11 22:00:00+00:00,2025-11-11 04:34:39+00:00,,,,,,,,287747,0,2538822,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,GN,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,12,255,255,Y,127,127,15,UD:1V: GN 2538822
2025-11-13 00:00:00+00:00,2025-11-09 12:01:43.644000+00:00,19,1,42449916,ESZ6 P6950,A,P,,0.01,2026-12-18 14:30:00+00:00,2021-09-17 20:25:00+00:00,,0.05,,498.5,50.0,0.0,,270339,10252,42449916,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESZ6,USD,6950.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ6 P6950
2025-11-13 00:00:00+00:00,2025-11-09 12:01:42.194000+00:00,19,1,42449915,ESZ6 P6250,A,P,,0.01,2026-12-18 14:30:00+00:00,2021-09-17 20:25:00+00:00,,0.05,,295.0,50.0,0.0,,270339,10252,42449915,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESZ6,USD,6250.0,F,255,255,255,3,255,5,12,255,255,N,127,127,15,ESZ6 P6250
2025-11-13 00:00:00+00:00,2025-11-09 12:01:39.044000+00:00,19,1,42384412,ESM6 C2000,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,4866.0,50.0,0.0,,270339,42140864,42384412,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,2000.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C2000
2025-11-13 00:00:00+00:00,2025-11-09 12:01:39.994000+00:00,19,1,42384827,ESM6 C5800,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,1170.5,50.0,0.0,,270339,42140864,42384827,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,5800.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C5800
2025-11-13 00:00:00+00:00,2025-11-09 12:01:40.344000+00:00,19,1,42384825,ESM6 C5850,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,1127.5,50.0,0.0,,270339,42140864,42384825,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,5850.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C5850
2025-11-13 00:00:00+00:00,2025-11-12 17:01:05.574929113+00:00,19,1,2588933,UD:1V: GN 2588933,A,T,0.0,0.01,2025-11-12 22:00:00+00:00,2025-11-12 17:01:05+00:00,,,,,,,,287747,0,2588933,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,GN,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,12,255,255,Y,127,127,15,UD:1V: GN 2588933
2025-11-13 00:00:00+00:00,2025-11-09 12:01:39.644000+00:00,19,1,42384872,ESM6 P6750,A,P,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,317.5,50.0,0.0,,270339,42140864,42384872,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESM6,USD,6750.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 P6750
2025-11-13 00:00:00+00:00,2025-11-11 14:00:34.487199539+00:00,19,1,2547910,UD:1V: GN 2547910,A,T,0.0,0.01,2025-11-11 22:00:00+00:00,2025-11-11 14:00:34+00:00,,,,,,,,287747,0,2547910,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,GN,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,12,255,255,Y,127,127,15,UD:1V: GN 2547910
2025-11-13 00:00:00+00:00,2025-11-09 12:01:43.294000+00:00,19,1,42384755,ESM6 P7500,A,P,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,716.0,50.0,0.0,,270339,42140864,42384755,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESM6,USD,7500.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 P7500
2025-11-13 00:00:00+00:00,2025-11-09 12:01:43.644000+00:00,19,1,42384768,ESM6 C4600,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,2279.5,50.0,0.0,,270339,42140864,42384768,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,4600.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C4600
2025-11-13 00:00:00+00:00,2025-11-09 12:01:40.644000+00:00,19,1,42384780,ESM6 C5200,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,1709.75,50.0,0.0,,270339,42140864,42384780,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,5200.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C5200
2025-11-13 00:00:00+00:00,2025-11-09 12:01:39.294000+00:00,19,1,42384777,ESM6 C5050,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,1849.75,50.0,0.0,,270339,42140864,42384777,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,5050.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C5050
2025-11-13 00:00:00+00:00,2025-11-12 10:41:13.208025245+00:00,19,1,2574402,UD:1V: VT 2574402,A,T,0.0,0.01,2025-11-12 22:00:00+00:00,2025-11-12 10:41:13+00:00,,,,,,,,286723,0,2574402,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2025,65535,12,USD,,VT,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,12,255,255,Y,127,127,15,UD:1V: VT 2574402
2025-11-13 00:00:00+00:00,2025-11-09 12:01:37.244000+00:00,19,1,42384775,ESM6 C4550,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,2328.0,50.0,0.0,,270339,42140864,42384775,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,4550.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C4550
2025-11-13 00:00:00+00:00,2025-11-09 12:01:37.194000+00:00,19,1,42384776,ESM6 C4500,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,2376.5,50.0,0.0,,270339,42140864,42384776,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,4500.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C4500
2025-11-13 00:00:00+00:00,2025-11-11 04:08:34.708340233+00:00,19,1,2538660,UD:1V: VT 2538660,A,T,0.0,0.01,2025-11-11 22:00:00+00:00,2025-11-11 04:08:34+00:00,,,,,,,,286723,0,2538660,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2026,65535,12,USD,,VT,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,6,255,255,Y,127,127,15,UD:1V: VT 2538660
2025-11-13 00:00:00+00:00,2025-11-11 18:31:39.595912053+00:00,19,1,2538657,UD:1V: VT 2538657,A,T,0.0,0.01,2025-11-14 22:59:00+00:00,2025-11-11 04:08:27+00:00,,,,,,,,286723,0,2538657,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2026,65535,12,USD,,VT,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,6,255,255,Y,127,127,15,UD:1V: VT 2538657
2025-11-13 00:00:00+00:00,2025-11-11 04:07:44.509542463+00:00,19,1,2538652,UD:1V: GN 2538652,A,T,0.0,0.01,2025-11-11 22:00:00+00:00,2025-11-11 04:07:44+00:00,,,,,,,,287747,0,2538652,0,3,54,3000,10000,0,0,1,2147483647,2147483647,2147483647,65535,323,2026,65535,12,USD,,GN,1V,XCME,ES,OMXFPS,OOF,IPNT,,,,F,255,255,255,128,255,255,3,255,255,Y,127,127,15,UD:1V: GN 2538652
2025-11-13 00:00:00+00:00,2025-11-09 12:01:38.544000+00:00,19,1,42384717,ESM6 C2800,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,4066.0,50.0,0.0,,270339,42140864,42384717,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,2800.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C2800
2025-11-13 00:00:00+00:00,2025-11-09 12:01:37.694000+00:00,19,1,42384718,ESM6 C6600,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,533.0,50.0,0.0,,270339,42140864,42384718,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,6600.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C6600
2025-11-13 00:00:00+00:00,2025-11-09 12:01:41.544000+00:00,19,1,42384729,ESM6 C7900,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,31.0,50.0,0.0,,270339,42140864,42384729,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,7900.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C7900
2025-11-13 00:00:00+00:00,2025-11-09 12:01:43.744000+00:00,19,1,42384730,ESM6 P5850,A,P,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,128.0,50.0,0.0,,270339,42140864,42384730,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESM6,USD,5850.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 P5850
2025-11-13 00:00:00+00:00,2025-11-09 12:01:43.394000+00:00,19,1,42384727,ESM6 C4300,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,2572.0,50.0,0.0,,270339,42140864,42384727,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,4300.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C4300
2025-11-13 00:00:00+00:00,2025-11-09 12:01:43.344000+00:00,19,1,42384728,ESM6 C4150,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,2719.25,50.0,0.0,,270339,42140864,42384728,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,4150.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C4150
2025-11-13 00:00:00+00:00,2025-11-09 12:01:41.044000+00:00,19,1,42384725,ESM6 C7400,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,119.0,50.0,0.0,,270339,42140864,42384725,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,7400.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C7400
2025-11-13 00:00:00+00:00,2025-11-09 12:01:42.694000+00:00,19,1,42384726,ESM6 P5500,A,P,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,90.0,50.0,0.0,,270339,42140864,42384726,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OPAFPS,OOF,IPNT,ESM6,USD,5500.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 P5500
2025-11-13 00:00:00+00:00,2025-11-09 12:01:42.194000+00:00,19,1,42384723,ESM6 C3800,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,3066.25,50.0,0.0,,270339,42140864,42384723,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,3800.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C3800
2025-11-13 00:00:00+00:00,2025-11-09 12:01:41.244000+00:00,19,1,42384724,ESM6 C7200,A,C,,0.01,2026-06-18 13:30:00+00:00,2024-06-21 20:25:00+00:00,,0.05,,188.75,50.0,0.0,,270339,42140864,42384724,0,3,54,3000,0,0,0,1,2147483647,2147483647,2147483647,20399,311,2026,65535,1,USD,,,EW,XCME,ES,OCAFPS,OOF,IPNT,ESM6,USD,7200.0,F,255,255,255,3,255,5,6,255,255,N,127,127,15,ESM6 C7200
